id,content,my_topic,llm_topic,human_set,llm_set,jaccard,human_tag_coverage
ADR_250,# Design Decision 7 - Directory Structure  ## Background  Decision for how to organize compiled npm ,governance_and_process,"microservices_and_modularity, governance_and_process",{'governance_and_process'},"{'governance_and_process', 'microservices_and_modularity'}",0.5,1.0
ADR_251,# PostgreSQL as the RDBMS  Date: Thu Sep 19 21:42:04 CEST 2019  ## Milestone  0.1.0  ## Context  For,"technology_choice, data_persistence","data_persistence, technology_choice","{'data_persistence', 'technology_choice'}","{'data_persistence', 'technology_choice'}",1.0,1.0
ADR_252,# Config  ## Context  * We need to set the port and other config values for our application * We do ,"technology_choice, security","infrastructure_and_deployment, governance_and_process","{'technology_choice', 'security'}","{'governance_and_process', 'infrastructure_and_deployment'}",0.0,0.0
ADR_253,# Have a single repository for all microservices  ## Context and Problem Statement  A repository for,microservices_and_modularity,"governance_and_process, infrastructure_and_deployment",{'microservices_and_modularity'},"{'governance_and_process', 'infrastructure_and_deployment'}",0.0,0.0
ADR_254,# ADR 15: Drawing tools API  Created: June 19 2019 Updated: October 31 2019  ## Context  The way t,technology_choice,"architecture_patterns, api_and_contracts, performance_and_scalability",{'technology_choice'},"{'performance_and_scalability', 'architecture_patterns', 'api_and_contracts'}",0.0,0.0
ADR_255,# ADR 015: Single type indices  ## TL;DR Switch from one index with multiple types to multiple indic,data_persistence,"data_persistence, technology_choice",{'data_persistence'},"{'data_persistence', 'technology_choice'}",0.5,1.0
ADR_256,# 2. Use a changelog for tracking changes in a release  Date: 2019-09-13  ## Status  Accepted  ## Co,governance_and_process,governance_and_process,{'governance_and_process'},{'governance_and_process'},1.0,1.0
ADR_257,## ADR 6: Choosing a Test Framework July 26 2019  ### Context The app needs tests. This is a must. ,"technology_choice, testing_strategy","testing_strategy, technology_choice","{'testing_strategy', 'technology_choice'}","{'testing_strategy', 'technology_choice'}",1.0,1.0
ADR_258,# Simulator Language  ## Status  Accepted  ## Context  Simulator should do multiple calculations in ,technology_choice,"technology_choice, performance_and_scalability",{'technology_choice'},"{'performance_and_scalability', 'technology_choice'}",0.5,1.0
ADR_259,--- kind: '📌 Architecture Decision Records' ---  # ADR 0005: How should we implement copy to clipboa,others,"technology_choice, others",{'others'},"{'others', 'technology_choice'}",0.5,1.0
ADR_260,# ADR 02: Credential Storage  * Status: accepted * Interested parties: @zwolf @camallen @adammcmas,technology_choice,"security, governance_and_process",{'technology_choice'},"{'governance_and_process', 'security'}",0.0,0.0
ADR_261,# 7. Deploy to Heroku  Date: 2017-09-24  ## Status  Accepted  ## Context  The application needs to b,infrastructure_and_deployment,"infrastructure_and_deployment, technology_choice",{'infrastructure_and_deployment'},"{'technology_choice', 'infrastructure_and_deployment'}",0.5,1.0
ADR_262,# Implement our own indexing and artifacts search  ## Status  Proposed  ## Context  We need to be ab,technology_choice,"technology_choice, data_persistence",{'technology_choice'},"{'data_persistence', 'technology_choice'}",0.5,1.0
ADR_263,Context === We use [Bosh](https://bosh.io/) to create and manage our cloudfoundry deployment on AWS.,technology_choice,"governance_and_process, infrastructure_and_deployment",{'technology_choice'},"{'governance_and_process', 'infrastructure_and_deployment'}",0.0,0.0
ADR_264,--- title: ADR002 - Concourse pool resource ---  # ADR002: Concourse pool resource  ## Context  When,technology_choice,"governance_and_process, security",{'technology_choice'},"{'governance_and_process', 'security'}",0.0,0.0
ADR_265,# Use GNU Make to centralise all tasks  * Status: accepted * Date: 2020-05-07  ## Context and Proble,technology_choice,"governance_and_process, infrastructure_and_deployment",{'technology_choice'},"{'governance_and_process', 'infrastructure_and_deployment'}",0.0,0.0
ADR_266,# 3. API Server Responsible for Interaction with External Services  Date: 2018-08-27  ## Status  Acc,api_and_contracts,"architecture_patterns, api_and_contracts, security",{'api_and_contracts'},"{'architecture_patterns', 'api_and_contracts', 'security'}",0.33,1.0
ADR_267,# 2. Web SRE Service Documentation  Date: 2021-06-01 Scope: Web SRE Team  ## Status  Approved  ## Co,governance_and_process,governance_and_process,{'governance_and_process'},{'governance_and_process'},1.0,1.0
ADR_268,# Frontend Tech Stack  ### **Date:** 30th March 2021  ### **Status:** ACCEPTED  ## **Context**  Hack,technology_choice,"technology_choice, governance_and_process",{'technology_choice'},"{'governance_and_process', 'technology_choice'}",0.5,1.0
ADR_269,# 7. Use Ruby for new applications for Manage Offenders in Custody  Date: 2018-10-19  ## Status  Acc,technology_choice,"technology_choice, governance_and_process",{'technology_choice'},"{'governance_and_process', 'technology_choice'}",0.5,1.0
ADR_270,# 1. Record architecture decisions  Date: 2017-06-19  ## Status  Accepted  ## Context  We need to re,governance_and_process,governance_and_process,{'governance_and_process'},{'governance_and_process'},1.0,1.0
ADR_271,# 2. Use of PubSweet  Date: 2018-06-05  ## Status  Accepted  ## Context  eLife needs to develop thei,technology_choice,technology_choice,{'technology_choice'},{'technology_choice'},1.0,1.0
ADR_272,# 10. Create Route CRD and use Kubebuilder Instead of cfroutesync/Metacontroller  Date: 2020-05-05  ,api_and_contracts,"performance_and_scalability, api_and_contracts, technology_choice",{'api_and_contracts'},"{'performance_and_scalability', 'api_and_contracts', 'technology_choice'}",0.33,1.0
ADR_273,# ADR 0001: Record architecture decisions  Date: 2018-09-30  ## Status  Accepted  ## Context  I want,governance_and_process,governance_and_process,{'governance_and_process'},{'governance_and_process'},1.0,1.0
ADR_274,# 23. We will report the version in a saml extension  Date: 2017-10-10  ## Status  Accepted  ## Cont,others,"api_and_contracts, observability, security",{'others'},"{'observability', 'api_and_contracts', 'security'}",0.0,0.0
ADR_275,# 29. npm  Date: 2021-11-03  ## Status  Accepted  ## Context  The latest upgrade of Yarn has introdu,technology_choice,"technology_choice, governance_and_process",{'technology_choice'},"{'governance_and_process', 'technology_choice'}",0.5,1.0
ADR_276,--- sidebar_position: 2 ---  # Access Control Model  Date: 03/04/2018  ## Status  Accepted  ## Conte,security,"security, architecture_patterns",{'security'},"{'architecture_patterns', 'security'}",0.5,1.0
ADR_277,# 6. Make tabs swipeable  Date: 2018-09-12  ## Status  Accepted  ## Context  To navigate between tab,technology_choice,"technology_choice, user_interface_patterns",{'technology_choice'},"{'user_interface_patterns', 'technology_choice'}",0.5,1.0
ADR_278,# 6. Create Reference Implementation Repository  Date: 2019-01-14  ## Status  Accepted  ## Context  ,others,"infrastructure_and_deployment, governance_and_process",{'others'},"{'governance_and_process', 'infrastructure_and_deployment'}",0.0,0.0
ADR_279,# 4. feat-about-orchestration  Date: 2020-02-17  ## Status  Accepted  ## Context  Goals:  1. To sele,"technology_choice, infrastructure_and_deployment","infrastructure_and_deployment, technology_choice","{'technology_choice', 'infrastructure_and_deployment'}","{'technology_choice', 'infrastructure_and_deployment'}",1.0,1.0
ADR_280,# ADR 4: Tokenization and Static Assets  * [Table of contents](#)  * [Context](#context)  * [Decis,"technology_choice, data_persistence","technology_choice, infrastructure_and_deployment, performance_and_scalability","{'data_persistence', 'technology_choice'}","{'performance_and_scalability', 'technology_choice', 'infrastructure_and_deployment'}",0.25,0.5
ADR_281,# 15. Add info page  Date: 2019-10-16  ## Status  Accepted  ## Context  When debugging it is useful ,others,observability,{'others'},{'observability'},0.0,0.0
ADR_282,# Unified naming strategy for files and directories  * Status: accepted * Deciders: devs * Date: 202,governance_and_process,governance_and_process,{'governance_and_process'},{'governance_and_process'},1.0,1.0
ADR_283,# 9. Use pydantic for JSON (de-)serialization  Date: 2020-06-09  ## Status  Accepted  ## Context  In,technology_choice,"technology_choice, api_and_contracts",{'technology_choice'},"{'api_and_contracts', 'technology_choice'}",0.5,1.0
ADR_284,# 19. Reactor-netty adoption for JMAP server implementation  Date: 2020-02-28  ## Status  Accepted (,technology_choice,"technology_choice, performance_and_scalability",{'technology_choice'},"{'performance_and_scalability', 'technology_choice'}",0.5,1.0
ADR_285,# 4. Sprout Fails When Transaction In Progress  Date: 2018-06-17  ## Status  Accepted  ## Context  A,others,"architecture_patterns, governance_and_process",{'others'},"{'governance_and_process', 'architecture_patterns'}",0.0,0.0
ADR_286,# 3. DSL for creation and representation of goal trees  Date: 2017-05-14  ## Status  Accepted  ## Co,testing_strategy,testing_strategy,{'testing_strategy'},{'testing_strategy'},1.0,1.0
ADR_287,# Architecture Decision: What Should the Test Output Look Like?  I suspect that a very common workfl,others,"testing_strategy, performance_and_scalability",{'others'},"{'testing_strategy', 'performance_and_scalability'}",0.0,0.0
ADR_288,# 0010. Integration configuration  Date: 2020-04-14  ## Status  Accepted  ## Context  Home Assistant,api_and_contracts,"governance_and_process, architecture_patterns",{'api_and_contracts'},"{'governance_and_process', 'architecture_patterns'}",0.0,0.0
ADR_289,# Firestore  **Status:** Accepted  ## Context  We need a database in order to store the data provide,data_persistence,"data_persistence, technology_choice",{'data_persistence'},"{'data_persistence', 'technology_choice'}",0.5,1.0
ADR_290,# 2. Use dropwizard functionality to secure API  Date: 2017-06-01  ## Status  Accepted  ## Context  ,"security, technology_choice","security, api_and_contracts","{'technology_choice', 'security'}","{'api_and_contracts', 'security'}",0.33,0.5
ADR_291,# 11. The same Zend application will be used for both Viewer and Actor components  Date: 2019-05-01 ,microservices_and_modularity,"microservices_and_modularity, architecture_patterns",{'microservices_and_modularity'},"{'microservices_and_modularity', 'architecture_patterns'}",0.5,1.0
ADR_292,--- title: ADR028 - Migrate CF platform logs to Logit ---  # ADR028: Migrate CF platform logs to Log,observability,"observability, governance_and_process",{'observability'},"{'observability', 'governance_and_process'}",0.5,1.0
ADR_293,# Use SHA256 and Base64Url encoding for verifying json  * Status: proposed * Deciders: Leon Kiefer *,"security, technology_choice","security, api_and_contracts","{'technology_choice', 'security'}","{'api_and_contracts', 'security'}",0.33,0.5
ADR_294,# 8. Use launchaco.com to generate the logo for free  Date: 2019-02-09  ## Status  Accepted  ## Cont,others,design_and_branding,{'others'},{'design_and_branding'},0.0,0.0
ADR_295,# 21. We will put verified status inside json object  Date: 2017-08-16  ## Status  Accepted  ## Cont,api_and_contracts,api_and_contracts,{'api_and_contracts'},{'api_and_contracts'},1.0,1.0
ADR_296,# 4. Utilize Codox to Read Clojure/Script Sources  Date: 2018-01-14  ## Status  Accepted  Supercedes,technology_choice,technology_choice,{'technology_choice'},{'technology_choice'},1.0,1.0
ADR_297,# 2. Search More Like This  Date: 09/01/2019  ## Status  Investigation Complete  ## Context  *Intro ,others,"api_and_contracts, architecture_patterns",{'others'},"{'architecture_patterns', 'api_and_contracts'}",0.0,0.0
ADR_298,# ADR 009: Evidence Module  ## Changelog  - 2019 July 31: Initial draft - 2019 October 24: Initial i,architectural_patterns,"microservices_and_modularity, security, architecture_patterns",{'architectural_patterns'},"{'microservices_and_modularity', 'architecture_patterns', 'security'}",0.0,0.0
ADR_299,### Support autoscaling using Kubernetes  The pipeline can leverage certain Kubernetes features to s,"performance_and_scalability, technology_choice","infrastructure_and_deployment, performance_and_scalability","{'performance_and_scalability', 'technology_choice'}","{'performance_and_scalability', 'infrastructure_and_deployment'}",0.33,0.5
ADR_300,# Relationship between Storybook and DPE Client  - Status: accepted - Deciders: Alli and Eimi - Date,governance_and_process,"microservices_and_modularity, governance_and_process",{'governance_and_process'},"{'governance_and_process', 'microservices_and_modularity'}",0.5,1.0
